tweet,existence,existence.confidence
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change: Global Geopolitics Net Sites / IPS In__s Acosta... [link],2,0.5846
An Explosive Idea: are volcanoes the cure for global warming? [link],1,1
"RT @WGofNYC Leader of National Indigenous Women's Org, ""Climate Change is Not Just abt the Climate, its abt R Lives"" bit.ly/9GdzRw",1,0.8064
See where @climate change is happening RT @ClimateCentral 8-part series on cities and climate change for BBC Worldnews: [link],1,1
Carbon offsets: How a Vatican forest failed to reduce global warming: Christian Science Monitor From a scheme to c... [link],1,0.8465
Buying carbon offsets may ease eco-guilt but not global warming [link],1,0.806
Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change  - [link],1,0.4286
"Icelandic Volcano's Impact on Global Warming, Green Transportation, Bird ...: By Alisa Opar NASA satellites captur... [link]",1,0.7772
Birds in southern England suffer from global warming [link],1,1
Video: Getting Focus Back on Climate Change [link],1,0.5988
Volcanic ash cloud: Global warming may trigger more volcanoes [link],1,1
"Global warming blamed for European air traffic collapse: The FINANCIAL -- Global warming, which altered European w... [link]",1,0.7736
"Republicans, why do you oppose global warming environmental ...: Really it makes no sense to oppose efforts to red... [link]",1,1
"Safe, secure nuclear energy must be part of climate change solution [link]",1,1
Global WarmingÀ_s Eyjafjoell Volcano Triggers More Global Warming: [link],1,1
STATE DEPT. DECLARES: 'Global warming unequivocal and primarily human-induced'... [link],1,0.5952
"5th US Climate Action Report Released: ""Global Warming is Unequivocal"" [link]",1,0.7794
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions... [link]",1,1
Photo: We dare someone tell us that climate change isn't real. [link],1,0.832
"5th US Climate Action Report Released: ""Global Warming is Unequivocal"": Treehugger by Brian Merchant, Brooklyn, Ne... [link]",1,1
"Since Man can't, Mother Nature to end global warming with volcanoes & earthquakes. #Hekla #Icelandic",1,0.8023
Blame the volcano trouble on sun and global warming [link],1,1
Some hot health reminders on global warming: The debate is over; nearly all scientists (and politicians) agree tha... [link],1,0.6172
"Since Man can't, Mother Earth to end global warming with volcanoes & earthquakes. #ashtag #Hekla #Icelandic",1,0.7586
"RT @kate_sheppard: Joe Romm (@climateprogress): ""Climate change is a BFD, if I can quote Joe Biden.""",1,0.4157
Reinvent Cities to Stop Climate Change | Green Living Ideas  [link],1,0.6074
CST: A Lack Of Air Pollution Is Bad For Global Warming? À_ Pirate's ... [link],1,0.599
RT@greenforyou An estimated 20 billion birds changed their migrating habits in last few decades due to global warming [link],1,1
"Global warming melts ice and this can influence magmatic systems,"" he told Reuters. [link]",1,0.8085
Volcanic ash is a good thing. Blocks the sun's heat. Lessens air travel. Bye bye global warming. #fb,1,1
Why cleaner air could speed global warming | Air Pollution News [link],1,0.818
"Leaked U.S. Document Calls For ""Global Regime"" To Tackle Climate Change  [link]",2,0.5873
"Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... [link]",1,0.6192
"Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... [link]",1,0.7844
Why cleaner air could speed global warming [link],1,1
Why cleaner air could speed global warming [link],1,0.8235
Why cleaner air could speed global warming [link],1,1
effects of global warming À_ YouTube À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... [link],1,0.7917
It's global climate change-not warming. #ac Read: www.associatedcontent.com/article/2872954/global_climate_change_not_global_warming.html,0,0.5944
Global Warming Today À_ Blog Archive À_ How can we tackle global ...: The only way at present is to reduce greenhous... [link],1,1
CODA Automotive Lauded for Efforts to Combat Climate Change & Air Pollution [link],1,0.7977
Ocean Saltiness Getting Weird À_ Blame Global Warming: IndyPosted (blog) A study conducted by scientists at Austral... [link],1,0.6027
SCIENCE: Scientists explore the evolution of climate change [link],1,0.8037
A preliminary analysis suggests that natural gas could contribute far more to global warming than previously thought. [link],1,1
SCIENCE: Scientists explore the evolution of climate change [link],1,0.5957
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,0.8477
USC prof Dan Mazmanian:  money needed for adaption to climate change in the state is a pressing social justice issue.#USC #SPPD #Keston,1,0.6058
Iceland volcano unlikely to slow global warming: scientists [link],1,1
SCIENCE: Scientists explore the evolution of climate change [link],2,0.8084
Iceland volcano unlikely to slow global warming: scientists: AFP PARIS À_ Big volcanic eruptions have had a cooling... [link],1,1
Global warming may make cricket bats history: London: Cricket is facing a bizarre threat following a European Unio... [link],1,0.8033
"volcano unlikely to slow global warming: By Richard Ingham, AFPApril 16, 2010 4:44 AM An EUMESAT satellite image s... [link]",1,1
SCIENCE: Scientists explore the evolution of climate change [link],2,1
Fifty years ago I was teaching and preaching about global warming and its catastrophic effects on our climate. [link],1,1
SCIENCE: Scientists explore the evolution of climate change [link],2,0.8008
President Barack Obama says the world cannot wait for China to commit to tackling global warming. [link],2,0.5596
Obama: China must act on climate change [link],2,0.5365
"Renewable energy possible solution to global warming: By Milton Takei | University alumnus, 1992 In dealing with t... [link]",1,1
effects of global warming À_ YouTube À_ Impact of Climate Change on ...: There are many predicted effects for the en... [link],1,1
Plz hlp fight Global warming- read my post abt effects of Global Warming [link],1,1
"UN to battle poverty, global warming .:. newkerala.com Online News ...: UN to battle poverty, global warming - New... [link]",1,0.8266
"Eaarth: global warming is here to stay, how will we deal with it? [link]",1,1
Allergies Worse Than Ever? Blame Global Warming [link],1,0.7837
Germany is an important partner for us in trade as well as in the fight against climate change.,1,0.7749
Global Warming Likely to Worsen Allergies in Maine: That's according to a new report released today by the Nationa... [link],1,0.7917
"SubTropolis, U.S.A. -  A creative solution to global warming 100 feet below ground. [link]",1,0.7872
Global warming or unemployment...choose your own disaster?: By Max Jacobs Companies producing greenhouse gases in ... [link],2,0.7844
This one explained the extreme cold weather we have experienced this winter as just one more example of global warming. [link],1,0.5922
"Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. [link]",1,1
Can you feel the shift in consciousness? -- 3K Businesses Create New Ad for Climate Change Action - [link],1,0.7816
"RT @SolarInsure: 3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica [link]",2,0.6102
Global warming threatens Armenia by 2C higher temperature [link],1,1
Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. [link],1,0.8037
"Green' cement made from rice may help tackle global warming: London, April 13 (ANI): With the increasing rise in ... [link]",1,1
"Global Warming 'at Point of No Return': Global warming has reached the point of no return, a study published in th... [link]",1,1
"World-Famous Places Endangered by Global Warming: If climatologists' predictions of global warming are right, some... [link]",1,0.8123
"Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. [link]",1,1
Latest weapon in global warming fight À_ 'green' cement made from rice: By FIONA MACLEOD AND RUAIRI CREANEY SCIENTI... [link],1,1
Latest weapon in global warming fight À_ 'green' cement made from rice [link],1,1
"Coping with Global Warming: How to Save on Utility Bills: By Dealman(view all posts by Dealman) Actually, this isn... [link]",1,0.5532
"Clean Technology Industry Forecast is Strong Due to Global Warming Concerns ...: April 12, 2010 (MMD Newswire) -- ... [link]",2,0.6107
Porous materials to reduce the climate change [link],1,1
celebrate Earth Day by signing Declaration of Energy Independence to show the Senate we demand action on climate change [link],1,0.8081
"Top U.S. Vacation spots becoming endangered. Landscape threatened by global warming, mining, weather, environmental hazard & population",1,1
"Glacier National Park Loses Two More Glaciers Due To Global Warming: Thaindian.com By Meena Kar Montana, Apr 11, (... [link]",1,1
Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. [link],1,0.7881
Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. [link],1,0.6046
"Climate change affects subterranean ecosystems|Changes above the ground, such as a higher concentration of carbon .. [link]",1,1
RT @RyanNewYork Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet.,1,0.8141
Spill + coal mine tragedy = need for alt energy! RT @RyanNewYork: Gulf Coast spill better give Climate Change Legislation some momentum.,1,0.6186
Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet. #P2,1,0.8518
LIVE NOW: Green Gone Wrong: False Hope and Real Solutions to Climate Change [link],1,0.5865
Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. [link],0,1
It is in the 30's what happened to Spring? Global warming is for those that care to read about and not live it. The coldest Winter ever. FU,0,0.7991
the scientific community was scamed by global green  gov warming scam.,0,1
I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.,0,0.8289
hide the decline is the global warming nut jobs current policy its all a epic scam they are lying to the world #climategate #tcot #p2,0,1
40 degrees in NYC. please urinate on next liberal global warming /climate change scum you see.,0,0.7778
"RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global ""warming"" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot",0,1
"One Stop Book Stop Confirmed! Global warming is 'settled' À_ as a scam: WND.com Sussman's book, the ... [link]",0,1
"BOYCOTT SIEMENS for buying ""global warming""/""climate change"" in their advertisements. #tcot #sgp #teaparty",0,0.8105
climate change scam #3wordslibshate,0,0.6184
Global Warming? Vostok Antarctica sits at -100F -- with windchills to -142F ...  [link],2,0.5781
Global Warming?  Vostok Antarctica sits at -100F -- with lows forecast to -110F... [link],2,0.5794
RT @Climate scam another warmist has to be rescued from Arctic cold Global warming activist 'transported ... [link],0,1
Why isn't @algore upset with the volcano for causing global warming? #climategate,0,0.3983
"Rationalists' who believe aliens exist & global warming=caused by humans, might as well believe in Jesus miracles,angels &fairies #tcot #p2",0,1
Air ban led by flawed computer models. Global warming come to mind? [link],2,0.3966
Monster Chiller Horror Global Warming! [link],1,0.5936
Proof there's no climate change. RT @jazgar 75-ft killer tsunami created in a Peruvian LAKE when a glacier fractures & falls Into the lake!,0,1
COW FARTS EXONERATED FROM GLOBAL WARMING [link],2,0.5988
COW FARTS EXONERATED FROM GLOBAL WARMING [link],1,0.5821
"30000 Anti-Global Warming Scientists Can't Be Wrong | Stranger ...: Nature Magazine, the academic journal that int... [link]",0,0.6327
"Global Warming Baloney: According to the experts at NASA, the difference between weather and climate is a measure ... [link]",0,0.7922
"Your Voice: The fraud of global warming: by Tim Michael Case, Tracy Since the early 1970s, our public school syste... [link]",0,1
computer forensics experts: are there still any idiots out there that belive global warming is true? [link],0,1
Liberal Looney Toons: Global Warming Alarmist Comes Home With Artic Frost Bite: Gather.com they wont learn huh? lo... [link],0,0.6242
Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.],0,0.7952
"I am freezing still in Southern California. Global warming fanatics, come visit me. Wear a hat, gloves and down jacket.",0,1
Climate Change Fraud - The Scandal of Solar Power in Spain [link],0,1
"Climate Change Fraud - Global Warming, Ethanol, DDT and ... [link]",0,0.8526
"Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.",0,0.7994
RT @ClimateDepot: ''Obama does a 3-minute Earth Day video; fails to mention the global warming hoax'' [link],0,1
"Someone go tell the Climate Change crowd to go hang, after they read this: [link]",0,1
"Gagnon, like most liberals you have been duped by the global warming, socialist propaganda. [link]",0,0.7982
I believe that Global Warming is an international conspiracy perpetrated by GE in order to sell more air conditioners,0,1
UN process in danger unless world agrees on climate change - Telegraph [link],1,0.6157
Does Virginia's Governor Believe In Global Warming? [link],2,0.8182
Reid To Graham On Climate Change: 'It's Up To You' [link],1,0.5059
What do you know about climate change? Test your knowledge with the following 10 questions @change [link],2,0.799
RT @sponsorpitch: Shell's Climate Change #Sponsorship Causes Blogosphere Meltdown [link],1,0.598
What do you know about climate change? Test your knowledge with the following 10 questions @change [link],1,0.6162
Global warming you tube explanation you will enjoy #IPCC #teaparty [link],2,0.6656
Funny how timely oil spill in Gulf and new AZ law have pushed climate change bill away and drawn forth immigration reform.,2,0.8049
Announcement: SPR Principal Jeff Gracer to Moderate Panel on Climate Change at New York CityÀ_ [link],2,1
Tom Switzer: Australia's Changing Climate-Change Climate [link],2,0.8248
"Kindling Controversy: Hansen, McKibben, Revkin & Lomborg of climate change gurus at The Met in NYC 8pm Thurs 4/29/10 [link]",2,0.7865
I uploaded a YouTube video -- MaximsNewsNetwork: ENERGY & CLIMATE CHANGE: U.N.'s BAN KI-MOON (UNTV) [link],2,0.81
Climate change you tube animation you will like #IPCC #gop [link],2,1
RT @tweetdrudge Reid set to move on climate change bill -- before immigration... [link],2,1
"Asking Your Own Man 100 Questions To Discover The Answers You Want ...: ... Climate Change, clinical trials collag... [link]",2,1
Attending the Secretary-GeneralÀ_s press conference to present the report of his Advisory Group on Energy and Climate Change,2,0.678
"Meeting Dr. Sultan Al-Jaber, Assistant Foreign Minister, United Arab Emirates and Special Envoy for Energy and Climate Change",2,0.6267
"Should You Removal That Mole? : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip art,... [link]",2,1
Making remarks at launching of report by his Advisory Group on Energy and Climate Change (AGECC) À_ Energy for Development...,2,0.7739
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],2,1
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],2,1
Discussions on Indigenous Women and Climate Change at the UN [link],2,1
Politico story on the state of play in DC re climate change and #immigration [link],2,0.8149
"The choice that wonÀ_t change the world, and the one that might [link]",2,0.8298
"At new school climate change panel, heritage's David Kreutzer just asked audience to wait 3 mins before throwing water bottles at him",2,0.8278
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],2,0.8025
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],2,0.7857
"Memo On The White House Correspondents Dinner: If You Want To Be Green, Report On Climate Change: I'd never be on... [link]",2,0.8238
Geological Society of America Position Statement on Climate Change  [link],2,0.8145
"Global warming dirt-carbon peril models are wrong, say boffins|Greenhouse experiments show reduced greenhouse .. [link]",0,0.6187
"CLIMATE CHANGE: No Deal in Sight, Say Leading Economies of the South: CAPE TOWN, Apr 26 (IPS) - Environment minist... [link]",2,1
"Senior Technical Advisor: Communities and Climate Change, Environment and Development, New York @UNjobs #jobs [link]",1,0.6
Survey gauges opinions about global warming|Dan Reiland UW-Eau Claire students displayed posters Monday afternoon .. [link],2,1
Survey gauges opinions about global warming|Dan Reiland UW-Eau Claire students displayed posters Monday afternoon .. [link],2,1
Views on Global Warming Vary in Three Countries|(Angus Reid Global Monitor) - People in three countries hold .. [link],2,1
Views on Global Warming Vary in Three Countries|(Angus Reid Global Monitor) - People in three countries hold .. [link],2,1
"The choice that wonÀ_t change the world, and the one that might [link]",2,1
"Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. [link]",2,0.4146
"Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. [link]",2,0.6169
RT @NROcorner: Legislative Steamrolling -- By: Kathryn Jean Lopez: April 26 (Bloomberg) -- Immigration and climate-change legisl... [link],2,0.8222
True RT @drgrist: Larry Shapiro is astute Why immigration reform is getting more traction than climate change in Senate [link],2,0.7758
"SCENARIOS-Challenges to California climate change law: Source: Reuters By Peter Henderson SAN FRANCISCO, April 26 ... [link]",2,0.7917
"The Climate of Lindsay Graham's Support for Climate Change Legislation Has Changed: Today Lindsey Graham,... [link]",2,1
"Arizona's immigration law, climate change legislation stalling--Which issue should Congress focus on now? Poll: [link]",2,1
Which is next on Capitol Hill: #immigration or #climate change? [link],2,1
Climate change bill stalls amid epic immigration sortie: [link],2,1
CNN: Graham's exit puts climate change bill in limbo: A climate-change bill that was scheduled to be unveiled at a... [link],2,0.5705
Graham's exit puts climate change bill in limbo [link],2,1
Legislative Steamrolling -- By: Kathryn Jean Lopez: April 26 (Bloomberg) -- Immigration and climate-change legisl... [link],2,0.7927
Watching &gt;&gt; RT @genosworld Sting and his wife talk to CNN about climate change. [link],2,1
Graham's exit puts climate change bill in limbo [link],2,1
reflections of a rebel: CLIMATE CHANGE AND SOCIAL JUSTICE TOWARDS ...: The more familiar image of green capitalism... [link],2,0.6017
Legislative Steamrolling -- By: Kathryn Jean Lopez: April 26 (Bloomberg) -- Immigration and climate-change legisl... [link],2,0.806
Legislative Steamrolling -- By: Kathryn Jean Lopez:  April 26 (Bloomberg) -- Immigration and climate-change legisl... [link],2,1
cnnbrk: Graham's exit from talks puts climate change bill in limbo [link],2,1
"Climate scientists get hate mail, abuse|E-mails brimming accusing them of fabricating global warming data flood .. [link]",2,0.8409
Why the GOP's Graham Put the Kibosh on a Climate Bill: Even the industry-friendly Senate global-warming legislatio... [link],2,0.8285
Graham's exit puts climate change bill in limbo: A climate-change bill that was scheduled to be unveiled at a news... [link],2,0.8116
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... [link],2,1
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... [link],2,1
Graham's exit from talks puts climate change bill in limbo [link],2,0.8541
"Obama Politics: Pushing Immigration Reform, Sidelining Climate Change: About - News & Issues (blog) Who regularly ... [link]",2,0.689
Tea Party With a Difference: ... climate change really hits will come with instructions in Chinese. Go Green Tea ... [link],2,0.8488
US Climate change bill stalls in Senate [link],2,1
Gawker: Logic Report: Lindsey Graham's Climate Change Bill Flip-Flop [Polidicks] [link],2,1
Logic Report: Lindsey Graham's Climate Change Bill Flip-Flop [Polidicks] [link],2,1
Passing Any Legislation At All Will Kill the Climate Change Bill: [link],2,0.6208
"Portfolio Lighting Delivers Broad Assortment Lighting For The Home ...: ... Climate Change, clinical trials collag... [link]",2,1
New delay in Senate climate change bill [link],2,1
The Sunday Word: Energy: Lawmakers decided to delay the unveiling of their bipartisan climate change and energy b... [link],2,0.7923
Decision Time À_ UK Election & Climate Change [link],2,1
"Peoples World: GRAND RAPIDS, Mich. - Opponents of climate change legislation typically argue that regulating globa... [link]",2,0.407
"Graham Threatens to Pull Energy Bill Sponsorship: Senator Lindsey Graham, a central architect of a climate change... [link]",2,1
"cnnbrk: Sen. Graham's move imperils Dems' push for immigration, climate change bills. [link]",2,0.6801
"Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. [link]",2,0.598
Survey Finds US Doesn't Give a ***** About Climate Change: A new survey conducted by HSBC finds that in cities aro... [link],2,0.6818
"Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. [link]",2,0.591
Best Core Exercise: Plank/Back Extension - Gaiam Blog: affirmation burn-calories change climate change diet energy... [link],2,0.8156
Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. [link],1,0.5957
Alexia Parks: Global Warming of the Heart [link],2,0.8067
Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. [link],2,0.5904
Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... [link],1,0.5086
Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... [link],2,0.7907
Survey Finds US Doesn't Give a Shit About Climate Change: [link],2,1
RT @Public_Citizen here's where to start the talk about climate change [link],2,1
Webb Touts Global Warming Department|LITTLE ROCK - The Arkansas lawmaker who authored legislation that created .. [link],2,1
Webb Touts Global Warming Department|LITTLE ROCK - The Arkansas lawmaker who authored legislation that created .. [link],2,0.8618
Climate Bill Drops on Monday -- Or Not: The long-awaited Senate climate change bill being brokered by Senators Ker... [link],2,0.7989
RT @TribecaFilmFest: RT @jpatricof: @jessicaalba and sebastian copeland at premiere of climate of change right now #tribeca,2,0.777
"Climatologists, Meteorologists Divided on Global Warming [link]",2,1
Climate science's chinese whispers: The books that separate global warming fact from fiction|The culture shock of .. [link],2,1
Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming' [link],0,0.7778
RT @MediaFixBlog: If you missed report on U.S. news groups working together on climate change project.  [link],2,0.806
Sarah Palin On Climate Change [link],2,1
Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming': At his Labor Day anti-union... [link],0,0.5745
CLIMATE: Top coal execs to testify before global warming panel [link],2,0.8216
WaterSISWEB: Integrated Regional Water Management Climate Change Document Clearinghouse [link],2,0.8058
CLIMATE: Top coal execs to testify before global warming panel [link],2,1
"In with Immigration, Out with Climate Change? [link]",2,0.6061
2009: year in which sceptics stole running on climate change|Australian business could show our politicians the .. [link],2,0.6
Check this video out -- The Business of Climate Change Conference 2009 [link],2,1
RT @yvettethijm: RT @boingboing Video: Larry Brilliant on the volcano and climate change - Boing Boing [link],2,0.7816
Earth Day at 40: The Politics Finally Erupt: [link],2,0.7852
"Paul Rogat Loeb: ""'Soul Of A Citizen': Jesus And Climate Change - The Journey Of Evangelical Leader Rich Cizik"" - [link]",2,1
Climate-Change Bill Avoids ?Cap-and-Trade? Tag in U.S. Senate|April 22 (Bloomberg) -- When Tea Party activists .. [link],2,0.8294
CLIMATE: Top coal execs to testify before global warming panel [link],2,1
RT @dbiello: US climate change negotiating plans revealed! [link],2,0.787
"Overheard: from Carol Browner, Assistant to the President for Energy and Climate Change - She mentioned that... [link]",2,1
"Maria Rodale: Does Climate Change Exist, and Does It Even Matter?: It amazes me, really, how many different views... [link]",2,0.5799
"Maria Rodale: Does Climate Change Exist, and Does It Even Matter?: It amazes me, really, how many different views... [link]",2,0.5959
"Stay Glued to Your Fitness Plan : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip ar... [link]",2,0.8093
Media(ted) discourses and climate change: a focus on political subjectivity and (dis) engagement [link],2,0.7991
RT @grittv: American media isn't putting out much on Climate Change. That's why you should watch GRIT's take![link],2,0.754
American media isn't putting out much on Climate Change. That's why you should watch GRIT's take![link],1,0.6242
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",2,0.7835
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",2,1
"RT @pwire: Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",2,0.7749
"Going big: After health care, Democrats still plan legislation on bank reform, climate change and immigration... [link]",2,0.7918
"Superb Valentine's Day Gifts For Your Kitchen : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, cli... [link]",2,1
"John Fugelsang, Climate Change, and Coal Goes Shopping: Gun advocates rallied this week in support of their rig... [link]",2,1
"Climate change reporting project involves Slate,Wired,PBS,CIR,Atlantic & Mother Jones [link]",2,0.6101
Skirmishes renewed at U.N. global warming conference|Climate talks nearly ground to a halt before they began in .. [link],2,0.8035
Skirmishes renewed at U.N. global warming conference|Climate talks nearly ground to a halt before they began in .. [link],2,0.8233
"Simple Tips for Shopping for Grooved Tungsten Ring Online : A ...: ... Climate Change, clinical trials collagen, c... [link]",2,0.8061
"Labour Policies : Environment, Climate Change and Energy Policy: Labour's environment, energy and climate change p... [link]",2,0.8094
U.N. Climate Panel Gets an 'F': An audit of the United Nations' landmark climate change report gave 21 of the 44 c... [link],2,1
Climate change and our identity [link],2,0.7994
Climate change and our identity [link],1,0.8025
"Brilliant Tips For Valentine's Day : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",2,1
"Via Kevin Drum: Capitalism and Climate Change: Over at the Climate Desk, Clive Thompson writes that althoug... [link]",2,0.59
RT @rabbleca What is the People's World Referendum on Climate Change? [link],2,1
Climate change's 'evil twin' [link],2,0.8324
RT @WHY_RU_Talking: Itz cold -_- {We could put our bodies together n start global warming},2,0.811
"Retro Video Games Consoles For Valentine's Day Gifts : A Screaming À_OÀ_: ... Climate Change, clinical trials collag... [link]",2,1
"Will the Iceland Volcano Change the Climate?: While volcanoes can cause changes to Earth's climate, recent eruptio... [link]",2,0.6136
"Tips for Adopting A Canine : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip art, cl... [link]",2,1
Podcast:unrest in Thailand; Iran's nuclear summit;DC climate change conference ; SASC debates ballistic missile defense [link],2,1
"Internet Dating : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip art, clothes, clot... [link]",2,0.9135
"As I said only days ago, we will start seeing much more tempered reporting on ""global warming"", starting w the @nytimes [link]",2,0.8103
"Food Lovers Fat Loss System Review : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",2,1
Watchdog backs DfT climate change advert|A clever television advert claiming car pollution is the worst .. [link],2,0.7918
global warming play decide; info & discussion game|This is a structured discussion in three stages on global .. [link],2,0.8237
"The Tension Set Wedding Rings Can Be Found Styles to Fit Every ...: ... Climate Change, clinical trials collagen, ... [link]",2,1
State climate change regulations face opposition À_ New Mexico ...: Turner argued that the issue should be addresse... [link],2,0.8175
"The Advantages Of Using An Elliptical Cross Trainer Before You Go ...: ... Climate Change, clinical trials collage... [link]",2,1
"M-Edge Touring Kindle Sleeve , Yellow | Global Warming Advices [link]",2,0.674
"The Advantages of Owning a Commercial-Grade Treadmill : A ...: ... Climate Change, clinical trials collagen, clini... [link]",2,1
"Selecting The Proper Music For The Perfect Valentine's Day : A ...: ... Climate Change, clinical trials collagen, ... [link]",2,1
"Key Lessons for Married women looking for Married : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen,... [link]",2,0.7994
Can a Book on Geoengineering Change the Climate Conversation? [link],2,0.8231
Can a Book on Geoengineering Change the Climate Conversation? [link],2,0.797
"How People Are Often finding themselves Waiting In A Long Line To ...: ... Climate Change, clinical trials collage... [link]",2,1
"Basic Rules To Think About When Beginning A Advertising Campaign ...: ... Climate Change, clinical trials collagen... [link]",2,1
Drilling and Climate Change [link],2,1
Can a Book on Geoengineering Change the Climate Conversation? [link],2,0.5678
Can a Book on Geoengineering Change the Climate Conversation? [link],2,1
"Gather Info on How to Whiten Teeth : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",2,1
"How To Get Your Ex Back : A Screaming À_OÀ_: ... Climate Change, clinical trials collagen, clinique, clip art, cloth... [link]",2,0.8085
Ask the ministers: climate change and energy election debate | Politics | guar.. [link],2,1
"USA: Climate Change Policy Update - April 12, 2010  [link]",2,0.8215
Questions on Climate Change? Stormfront Has an Answer [link],2,1
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",2,0.8008
"USA: Climate Change Policy Update - April 12, 2010  [link]",2,0.7874
RT @cosmicjester: Best propaganda poster ever. [link],2,1
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",2,1
USA: SEC Issues Guidance on Climate Change Disclosures [link],2,0.7963
UN agrees to host two more rounds of climate change talks before summit in Mexico [link],2,1
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",2,1
Issue 2 of WIREs Climate Change now available FREE online! [link],2,1
Crunch time for climate change bill - The Hill's E2-Wire [link],2,0.8085
Senators prepare compromise climate change bill - Yahoo! News [link],2,0.8087
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",2,1
Is climate change a moral issue? What would God say? - Green House - USATODAY.com [link],2,0.8108
Aid News - Copenhagen brought change of climate in Sino-India ties: Ramesh [link],2,0.7844
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  [link]",2,1
NPR's Science Friday and Global Warming: [link],2,0.7936
Visualizations | Climate Change [link],2,1
GREEN: Climate Change Wyss Fellow - Sierra Nevada Alliance:  [link],2,1
GREEN: Climate Change Wyss Fellow:  [link],2,0.6034
Ezra Klein - Sen. Lindsey Graham: 'I care equally about immigration and climate change': [link],1,0.5865
RT @PDofRSD: Climate scientist sues newspaper for 'poisoning' global warming debate | Environment | guardian.co.uk [link],2,0.8259
PostPartisan - Harry Reid's hapless play on immigration and climate change: [link],2,0.8282
garp_erp: Energy News: Energy headlines: Police quiz climate change sceptics - FT BP to press on with Canada o... [link],2,1
"I never smile, because when I do the sun comes out. 2 combat global warming, I often refrain from having fun. My smile can brighten the day.",2,0.597
